time gFx gFy gFz gFTotal
0.2761209011077881 0.057861328125 -0.03253173828125 -1.0537872314453125 1.056
0.28441691398620605 0.0610198974609375 -0.016265869140625 -1.0613250732421875 1.063
0.29590582847595215 0.0560150146484375 -0.028839111328125 -1.0944366455078125 1.096
0.30468297004699707 0.0356597900390625 -0.044921875 -1.1136016845703125 1.115
0.31488490104675293 0.061981201171875 -0.0572509765625 -1.1521453857421875 1.155
0.3249781131744385 0.0783233642578125 -0.083404541015625 -1.1862945556640625 1.192
0.33502888679504395 0.0739593505859375 -0.10198974609375 -1.1278839111328125 1.135
0.3467371463775635 0.05145263671875 -0.1022186279296875 -1.0397491455078125 1.046
0.35634493827819824 0.0074615478515625 -0.0879974365234375 -0.9708251953125 0.975
0.3650858402252197 -0.0196075439453125 -0.0673370361328125 -0.92645263671875 0.929
0.3770139217376709 -0.0254364013671875 -0.06060791015625 -0.9266815185546875 0.929
0.38549208641052246 -0.012664794921875 -0.0572509765625 -0.98333740234375 0.985
0.4002549648284912 0.0058135986328125 -0.042755126953125 -1.068878173828125 1.07
0.40535497665405273 0.0157470703125 -0.0333404541015625 -1.0987548828125 1.099
0.41556596755981445 0.021759033203125 -0.059600830078125 -1.0960235595703125 1.098
0.4259920120239258 0.01910400390625 -0.0827789306640625 -1.0975494384765625 1.101
0.43570899963378906 0.01861572265625 -0.09356689453125 -1.0701904296875 1.074
0.447343111038208 0.01123046875 -0.1168670654296875 -1.0313720703125 1.038
0.4571840763092041 -0.000762939453125 -0.15478515625 -1.02142333984375 1.033
0.4658679962158203 -0.0118560791015625 -0.179718017578125 -1.041290283203125 1.057
0.4777529239654541 -0.0237274169921875 -0.166351318359375 -1.0651092529296875 1.078
0.486163854598999 -0.0273284912109375 -0.16363525390625 -1.0475006103515625 1.061
0.5009148120880127 -0.0165252685546875 -0.17584228515625 -0.992645263671875 1.008
0.5060389041900635 0.004425048828125 -0.1916351318359375 -0.95037841796875 0.97
0.518110990524292 0.029876708984375 -0.2115020751953125 -1.0030059814453125 1.025
0.5263199806213379 0.0487823486328125 -0.2001495361328125 -1.0909576416015625 1.11
0.5364329814910889 0.0458526611328125 -0.1691131591796875 -1.1280975341796875 1.142
0.5481929779052734 0.0145721435546875 -0.1486053466796875 -1.1150665283203125 1.125
0.557811975479126 -0.0161895751953125 -0.12274169921875 -1.079345703125 1.086
0.5666790008544922 -0.0235443115234375 -0.1464385986328125 -1.026641845703125 1.037
0.5782778263092041 -0.0077667236328125 -0.1921539306640625 -0.9998321533203125 1.018
0.5867009162902832 0.045257568359375 -0.156036376953125 -0.891204833984375 0.906
0.6017758846282959 0.033782958984375 -0.1721954345703125 -0.8506317138671875 0.869
0.6067349910736084 0.0124664306640625 -0.210235595703125 -0.87158203125 0.897
0.6169159412384033 0.0384063720703125 -0.218841552734375 -0.8987884521484375 0.926
0.6271989345550537 0.04144287109375 -0.1921234130859375 -0.9521942138671875 0.972
0.6370880603790283 0.0323028564453125 -0.1407012939453125 -0.9798431396484375 0.99
0.6489098072052002 0.0222015380859375 -0.140777587890625 -0.9134521484375 0.925
0.6586058139801025 0.02923583984375 -0.171844482421875 -0.8760833740234375 0.893
0.6672518253326416 0.0523529052734375 -0.2018280029296875 -0.854278564453125 0.879
0.6796779632568359 0.0819244384765625 -0.2259521484375 -0.8627777099609375 0.896
0.6876590251922607 0.104583740234375 -0.2321929931640625 -0.8926849365234375 0.928
0.7026031017303467 0.1169586181640625 -0.2330474853515625 -0.915771484375 0.952
0.7074778079986572 0.1238555908203125 -0.2391510009765625 -0.9235687255859375 0.962
0.7177009582519531 0.1179046630859375 -0.2404632568359375 -0.93475341796875 0.972
0.7277848720550537 0.10003662109375 -0.22088623046875 -0.9453582763671875 0.976
0.7378230094909668 0.0757598876953125 -0.2008819580078125 -0.9383087158203125 0.963
0.7504189014434814 0.047760009765625 -0.1874237060546875 -0.935211181640625 0.955
0.7590630054473877 0.019378662109375 -0.173553466796875 -0.94549560546875 0.961
0.7680261135101318 0.00164794921875 -0.165557861328125 -0.9470062255859375 0.961
0.7798709869384766 -0.009185791015625 -0.1676177978515625 -0.9481658935546875 0.963
0.7882730960845947 -0.0068511962890625 -0.178131103515625 -0.9683074951171875 0.985
0.8028149604797363 0.004241943359375 -0.18817138671875 -0.995758056640625 1.013
0.8082799911499023 0.0172271728515625 -0.1921539306640625 -1.0071258544921875 1.025
0.8184001445770264 0.01971435546875 -0.193817138671875 -1.0005035400390625 1.019
0.8287451267242432 0.01129150390625 -0.1951904296875 -0.9783172607421875 0.998
0.838698148727417 0.000396728515625 -0.1920013427734375 -0.95721435546875 0.976
0.8520300388336182 -0.0027618408203125 -0.2021636962890625 -0.9283905029296875 0.95
0.8599951267242432 0.0088958740234375 -0.2056121826171875 -0.910491943359375 0.933
0.868847131729126 0.0164947509765625 -0.206787109375 -0.92333984375 0.946
0.8806769847869873 0.017425537109375 -0.203765869140625 -0.93792724609375 0.96
0.8902239799499512 0.014923095703125 -0.200897216796875 -0.954864501953125 0.976
0.9044311046600342 0.0137176513671875 -0.1929779052734375 -0.9679718017578125 0.987
0.9089479446411133 0.0086212158203125 -0.1892242431640625 -0.983306884765625 1.001
0.9191138744354248 0.0067291259765625 -0.190460205078125 -0.9958648681640625 1.014
0.9292659759521484 0.010284423828125 -0.1869049072265625 -1.012237548828125 1.029
0.939194917678833 0.010498046875 -0.184814453125 -1.0239410400390625 1.041
0.9510500431060791 0.0091400146484375 -0.190765380859375 -1.015594482421875 1.033
0.9602940082550049 0.00860595703125 -0.193084716796875 -0.9985504150390625 1.017
0.9694259166717529 0.0166168212890625 -0.197021484375 -0.978759765625 0.999
0.9813289642333984 0.036468505859375 -0.2115478515625 -0.9549102783203125 0.979
0.9894919395446777 0.056884765625 -0.2271575927734375 -0.9390869140625 0.968
1.004288911819458 0.0908966064453125 -0.2404022216796875 -0.9088287353515625 0.944
1.0095570087432861 0.0705108642578125 -0.269561767578125 -0.91650390625 0.958
1.0198159217834473 0.049468994140625 -0.25128173828125 -0.9542999267578125 0.988
1.0301148891448975 0.063079833984375 -0.2340087890625 -0.93341064453125 0.964
1.039853811264038 0.030120849609375 -0.2221527099609375 -0.97216796875 0.998
1.0515949726104736 0.0298309326171875 -0.2191314697265625 -0.9828948974609375 1.007
1.0617148876190186 0.0242767333984375 -0.212371826171875 -1.004547119140625 1.027
1.0701580047607422 0.0139617919921875 -0.1978912353515625 -1.0252532958984375 1.044
1.0819718837738037 0.00128173828125 -0.19586181640625 -1.0165863037109375 1.035
1.0901939868927002 -0.0204620361328125 -0.1975860595703125 -1.016815185546875 1.036
1.104870080947876 -0.022308349609375 -0.196075439453125 -1.012481689453125 1.032
1.1108648777008057 -0.013092041015625 -0.200164794921875 -1.003021240234375 1.023
1.1205298900604248 -0.0012359619140625 -0.21484375 -1.003082275390625 1.026
1.1308538913726807 0.0110626220703125 -0.22320556640625 -1.0275421142578125 1.052
1.1405029296875 0.0124969482421875 -0.217041015625 -1.038818359375 1.061
1.1526100635528564 -0.002288818359375 -0.2113494873046875 -1.013885498046875 1.036
1.1622040271759033 -0.0134124755859375 -0.2033843994140625 -0.9980316162109375 1.019
1.1708669662475586 -0.014862060546875 -0.1985931396484375 -0.98468017578125 1.005
1.1826560497283936 -0.0100250244140625 -0.2096710205078125 -0.9707489013671875 0.993
1.1908118724822998 0.009796142578125 -0.2321014404296875 -0.9668121337890625 0.994
1.2055470943450928 0.027679443359375 -0.252471923828125 -0.9846038818359375 1.017
1.2113630771636963 0.0347137451171875 -0.25762939453125 -0.9916534423828125 1.025
1.2212769985198975 0.028411865234375 -0.2530670166015625 -0.982391357421875 1.015
1.23142409324646 0.0174560546875 -0.249603271484375 -0.97442626953125 1.006
1.241326093673706 0.0147247314453125 -0.2578277587890625 -0.958953857421875 0.993
1.252971887588501 0.0103912353515625 -0.2701568603515625 -0.937347412109375 0.976
1.2630789279937744 0.0036468505859375 -0.2787628173828125 -0.9212799072265625 0.963
1.2716310024261475 0.0020751953125 -0.2814788818359375 -0.93865966796875 0.98
1.2831950187683105 0.0043182373046875 -0.273773193359375 -0.9635467529296875 1.002
1.2916300296783447 0.0080108642578125 -0.2751617431640625 -0.9820709228515625 1.02
1.3068499565124512 0.014251708984375 -0.280059814453125 -0.9859161376953125 1.025
1.3120059967041016 0.01385498046875 -0.2858123779296875 -0.973052978515625 1.014
1.3219149112701416 0.0061492919921875 -0.2916717529296875 -0.964324951171875 1.007
1.3320338726043701 -0.0023956298828125 -0.2859039306640625 -0.9477691650390625 0.99
1.342099905014038 -0.0118865966796875 -0.28448486328125 -0.9252777099609375 0.968
1.3537349700927734 -0.015411376953125 -0.286407470703125 -0.915679931640625 0.96
1.3636789321899414 0.020477294921875 -0.2136383056640625 -0.862335205078125 0.889
1.3723208904266357 -0.014617919921875 -0.2982330322265625 -0.89544677734375 0.944
1.383788824081421 -0.0593414306640625 -0.354705810546875 -0.953887939453125 1.019
1.3923089504241943 -0.0086822509765625 -0.27490234375 -0.9299163818359375 0.97
1.407958984375 0.0059814453125 -0.26300048828125 -0.9418792724609375 0.978
1.4132699966430664 -0.005767822265625 -0.290679931640625 -0.9547271728515625 0.998
1.4227399826049805 -0.001190185546875 -0.30108642578125 -0.962646484375 1.009
1.4327800273895264 0.00341796875 -0.2760772705078125 -0.9644927978515625 1.003
1.4430220127105713 -0.0072479248046875 -0.265472412109375 -0.9820556640625 1.017
1.4544918537139893 -0.0214691162109375 -0.261016845703125 -0.9966278076171875 1.03
1.464324951171875 -0.030914306640625 -0.248687744140625 -0.9964599609375 1.027
1.472931146621704 -0.039794921875 -0.2432403564453125 -1.000518798828125 1.03
1.4846470355987549 -0.046142578125 -0.2420806884765625 -1.002532958984375 1.032
1.4933907985687256 -0.0450439453125 -0.2426910400390625 -0.9986419677734375 1.029
1.5082459449768066 -0.038848876953125 -0.2481231689453125 -0.9918670654296875 1.023
1.51326584815979 -0.0352020263671875 -0.25628662109375 -0.98541259765625 1.019
1.523409128189087 -0.0330352783203125 -0.2648162841796875 -0.98699951171875 1.022
1.533411979675293 -0.0316619873046875 -0.2667083740234375 -0.994171142578125 1.03
1.5434339046478271 -0.036346435546875 -0.2649993896484375 -0.9875946044921875 1.023
1.5552217960357666 -0.040130615234375 -0.26806640625 -0.9676361083984375 1.005
1.5648200511932373 -0.038360595703125 -0.2763671875 -0.9463043212890625 0.987
1.5737299919128418 -0.033905029296875 -0.2851409912109375 -0.926513671875 0.97
1.585374116897583 -0.0344696044921875 -0.289031982421875 -0.91387939453125 0.959
1.5937221050262451 -0.042510986328125 -0.2853851318359375 -0.9113006591796875 0.956
1.6096060276031494 -0.0526885986328125 -0.2730865478515625 -0.9179840087890625 0.959
1.613933801651001 -0.05328369140625 -0.25677490234375 -0.924652099609375 0.961
1.6240949630737305 -0.056793212890625 -0.26959228515625 -0.9276885986328125 0.968
1.6341478824615479 -0.04864501953125 -0.2799530029296875 -0.92205810546875 0.965
1.6451599597930908 -0.0456695556640625 -0.2772064208984375 -0.9239959716796875 0.966
1.6560399532318115 -0.041259765625 -0.2743072509765625 -0.917144775390625 0.958
1.6655709743499756 -0.040985107421875 -0.2767333984375 -0.9088592529296875 0.951
1.6743199825286865 -0.041534423828125 -0.2682952880859375 -0.9043426513671875 0.944
1.6861019134521484 -0.0455322265625 -0.2678070068359375 -0.9175567626953125 0.957
1.694533109664917 -0.0420379638671875 -0.2640838623046875 -0.9452362060546875 0.982
1.7101669311523438 -0.0372161865234375 -0.25469970703125 -0.9584197998046875 0.992
1.7146179676055908 -0.03912353515625 -0.255401611328125 -0.970550537109375 1.004
1.7247400283813477 -0.0388336181640625 -0.2534332275390625 -0.9711456298828125 1.004
1.7348930835723877 -0.031524658203125 -0.2299957275390625 -0.9525146484375 0.98
1.7450339794158936 -0.039794921875 -0.2413787841796875 -0.961700439453125 0.992
1.756666898727417 -0.033843994140625 -0.277130126953125 -0.9754180908203125 1.015
1.7666070461273193 -0.020294189453125 -0.2736358642578125 -0.970672607421875 1.009
1.7751929759979248 -0.021636962890625 -0.256805419921875 -0.9647064208984375 0.999
1.786930799484253 -0.03790283203125 -0.24700927734375 -0.9681243896484375 1.0
1.795323133468628 -0.0501861572265625 -0.2382354736328125 -0.9716949462890625 1.002
1.8099989891052246 -0.0528564453125 -0.2334442138671875 -0.9655609130859375 0.995
1.8153088092803955 -0.0450592041015625 -0.241180419921875 -0.950592041015625 0.982
1.8254339694976807 -0.0316162109375 -0.252593994140625 -0.9377899169921875 0.972
1.835664987564087 -0.0198211669921875 -0.2575225830078125 -0.9329071044921875 0.968
1.8457658290863037 -0.011932373046875 -0.258544921875 -0.9377288818359375 0.973
1.8572869300842285 -0.00933837890625 -0.26202392578125 -0.9422149658203125 0.978
1.8671491146087646 -0.0052642822265625 -0.266082763671875 -0.946563720703125 0.983
1.8761889934539795 -0.0059967041015625 -0.2604522705078125 -0.9597930908203125 0.995
1.8873679637908936 -0.01251220703125 -0.2494049072265625 -0.9697418212890625 1.001
1.8958890438079834 -0.0148773193359375 -0.24664306640625 -0.9660186767578125 0.997
1.9071528911590576 -0.002716064453125 -0.250091552734375 -0.9664154052734375 0.998
1.9160268306732178 0.007415771484375 -0.2550506591796875 -0.9703216552734375 1.003
1.9261391162872314 0.0072174072265625 -0.2565765380859375 -0.97357177734375 1.007
1.9363348484039307 -0.0052947998046875 -0.2442169189453125 -0.9681243896484375 0.998
1.9463131427764893 -0.0224456787109375 -0.23126220703125 -0.963043212890625 0.991
1.9581220149993896 -0.0391387939453125 -0.2264556884765625 -0.966583251953125 0.994
1.9678981304168701 -0.0470123291015625 -0.223236083984375 -0.97149658203125 0.998
1.9764230251312256 -0.0482330322265625 -0.21893310546875 -0.97125244140625 0.997
1.9881651401519775 -0.04376220703125 -0.2139434814453125 -0.9732208251953125 0.997
1.9966189861297607 -0.032318115234375 -0.2108917236328125 -0.993133544921875 1.016
2.0116770267486572 -0.028961181640625 -0.2041015625 -1.0113525390625 1.032
2.0166590213775635 -0.028839111328125 -0.19952392578125 -1.0189971923828125 1.039
2.026876926422119 -0.03509521484375 -0.2000274658203125 -1.0140380859375 1.034
2.0370259284973145 -0.04010009765625 -0.1968994140625 -0.9972381591796875 1.017
2.047060966491699 -0.0363006591796875 -0.1981353759765625 -0.984649658203125 1.005
2.05879282951355 -0.0263671875 -0.2027435302734375 -0.9812774658203125 1.002
2.0684330463409424 -0.018524169921875 -0.207061767578125 -0.97869873046875 1.001
2.0775959491729736 -0.0162353515625 -0.21002197265625 -0.9741058349609375 0.997
2.0890300273895264 -0.0175018310546875 -0.209930419921875 -0.96673583984375 0.989
2.09745192527771 -0.0196533203125 -0.2093505859375 -0.955718994140625 0.979
2.1127021312713623 -0.0167388916015625 -0.206268310546875 -0.946563720703125 0.969
2.1174890995025635 -0.0142059326171875 -0.205291748046875 -0.9422454833984375 0.964
2.127946138381958 -0.013885498046875 -0.2022247314453125 -0.9445953369140625 0.966
2.1375889778137207 -0.013641357421875 -0.1962432861328125 -0.95086669921875 0.971
2.14813494682312 -0.006988525390625 -0.1937713623046875 -0.9643402099609375 0.984
2.1594808101654053 0.0015411376953125 -0.19287109375 -0.9910430908203125 1.01
2.1692287921905518 -0.001495361328125 -0.189300537109375 -1.0058135986328125 1.023
2.1780760288238525 -0.01336669921875 -0.184814453125 -1.0095062255859375 1.026
2.1895058155059814 -0.0252838134765625 -0.1760711669921875 -1.0098724365234375 1.025
2.198096990585327 -0.032806396484375 -0.1712646484375 -1.0072174072265625 1.022
2.2132680416107178 -0.0352783203125 -0.1731109619140625 -1.0003509521484375 1.016
2.21852707862854 -0.0329742431640625 -0.17474365234375 -0.9987335205078125 1.014
2.22839093208313 -0.029144287109375 -0.1744537353515625 -1.00445556640625 1.02
2.2383968830108643 -0.023040771484375 -0.180145263671875 -1.0119476318359375 1.028
2.248573064804077 -0.0190277099609375 -0.18121337890625 -1.01904296875 1.035
2.260424852371216 -0.02178955078125 -0.18011474609375 -1.0196685791015625 1.036
2.26969313621521 -0.0239715576171875 -0.180389404296875 -1.0178680419921875 1.034
2.278641939163208 -0.0270538330078125 -0.1773681640625 -1.0175018310546875 1.033
2.290247917175293 -0.0266571044921875 -0.173797607421875 -1.0181121826171875 1.033
2.2989509105682373 -0.023681640625 -0.1762237548828125 -1.02264404296875 1.038
2.3145580291748047 -0.018707275390625 -0.179901123046875 -1.0212249755859375 1.037
2.318958044052124 -0.01275634765625 -0.184600830078125 -1.0172882080078125 1.034
2.3297219276428223 -0.0088348388671875 -0.187530517578125 -1.016998291015625 1.034
2.3389840126037598 -0.0069580078125 -0.186309814453125 -1.0172271728515625 1.034
2.349184989929199 -0.0079193115234375 -0.1862335205078125 -1.0186920166015625 1.036
2.3609089851379395 -0.0104827880859375 -0.1834869384765625 -1.0159759521484375 1.032
2.370620012283325 -0.0113525390625 -0.1798095703125 -1.00274658203125 1.019
2.3794281482696533 -0.0117950439453125 -0.17962646484375 -0.989044189453125 1.005
2.3911659717559814 -0.0091705322265625 -0.1823883056640625 -0.979034423828125 0.996
2.400195837020874 -0.0069732666015625 -0.1823883056640625 -0.9799041748046875 0.997
2.4152109622955322 -0.0061798095703125 -0.1804046630859375 -0.98980712890625 1.006
2.4196040630340576 -0.006134033203125 -0.1819305419921875 -0.991973876953125 1.009
2.430021047592163 -0.0066070556640625 -0.182281494140625 -0.9862213134765625 1.003
2.439985990524292 -0.0070648193359375 -0.1804962158203125 -0.982269287109375 0.999
2.45001482963562 -0.0088653564453125 -0.178436279296875 -0.9790496826171875 0.995
2.4615869522094727 -0.008880615234375 -0.1778717041015625 -0.9746856689453125 0.991
2.471092939376831 -0.0087890625 -0.181488037109375 -0.9742279052734375 0.991
2.4803011417388916 -0.007537841796875 -0.1845245361328125 -0.9735260009765625 0.991
2.491786003112793 -0.0064849853515625 -0.186737060546875 -0.97418212890625 0.992
2.5001418590545654 -0.0081329345703125 -0.1866607666015625 -0.980377197265625 0.998
2.515566110610962 -0.0096435546875 -0.1860809326171875 -0.9863739013671875 1.004
2.520305871963501 -0.0112457275390625 -0.1839752197265625 -0.9809112548828125 0.998
2.5308868885040283 -0.0151214599609375 -0.18426513671875 -0.97076416015625 0.988
2.5405399799346924 -0.0180206298828125 -0.186492919921875 -0.9620513916015625 0.98
2.550597906112671 -0.0174713134765625 -0.18902587890625 -0.9574737548828125 0.976
2.5624749660491943 -0.0157012939453125 -0.1949462890625 -0.959442138671875 0.979
2.5719239711761475 -0.0173797607421875 -0.19586181640625 -0.962921142578125 0.983
2.581028938293457 -0.017547607421875 -0.1926727294921875 -0.964141845703125 0.983
2.592491865158081 -0.0193939208984375 -0.1925201416015625 -0.9674835205078125 0.987
2.600955009460449 -0.02081298828125 -0.1920623779296875 -0.97210693359375 0.991
2.616408109664917 -0.02288818359375 -0.1915283203125 -0.9744415283203125 0.993
2.6210358142852783 -0.0253753662109375 -0.1909942626953125 -0.9794464111328125 0.998
2.6317999362945557 -0.026153564453125 -0.19073486328125 -0.97991943359375 0.999
2.6414480209350586 -0.0260162353515625 -0.192626953125 -0.9727020263671875 0.992
2.651921033859253 -0.027099609375 -0.1947021484375 -0.9712066650390625 0.991
2.66328501701355 -0.0295257568359375 -0.1959228515625 -0.9704437255859375 0.99
2.672797918319702 -0.035614013671875 -0.197479248046875 -0.9686737060546875 0.989
2.6815598011016846 -0.04052734375 -0.18902587890625 -0.964691162109375 0.984
2.6933889389038086 -0.0407562255859375 -0.189697265625 -0.9702301025390625 0.989
2.7016940116882324 -0.0375518798828125 -0.1934051513671875 -0.9899444580078125 1.009
2.717168092727661 -0.0337982177734375 -0.1905364990234375 -1.0051727294921875 1.024
2.7216551303863525 -0.0354461669921875 -0.190704345703125 -1.0072174072265625 1.026
2.732414960861206 -0.0391387939453125 -0.192962646484375 -1.0070037841796875 1.026
2.741865873336792 -0.03704833984375 -0.19219970703125 -1.006805419921875 1.026
2.7520580291748047 -0.0350799560546875 -0.1934661865234375 -0.997589111328125 1.017
2.7641208171844482 -0.038421630859375 -0.2004852294921875 -0.9939117431640625 1.015
2.7732651233673096 -0.0384979248046875 -0.2053375244140625 -0.9977264404296875 1.019
2.7823641300201416 -0.034149169921875 -0.206939697265625 -0.9998626708984375 1.022
2.7938530445098877 -0.0316009521484375 -0.2081146240234375 -1.0005340576171875 1.022
2.802212953567505 -0.0312957763671875 -0.2084808349609375 -1.00079345703125 1.023
2.817821979522705 -0.0291900634765625 -0.2101593017578125 -0.9979248046875 1.02
2.8224937915802 -0.02789306640625 -0.2133636474609375 -0.992584228515625 1.016
2.832798957824707 -0.0262603759765625 -0.2205352783203125 -0.98809814453125 1.013
2.842510938644409 -0.026031494140625 -0.2247467041015625 -0.988494873046875 1.014
2.8527510166168213 -0.027740478515625 -0.2242431640625 -0.9895782470703125 1.015
2.8644700050354004 -0.0305328369140625 -0.2206878662109375 -0.9886016845703125 1.013
2.874169111251831 -0.0276641845703125 -0.2212371826171875 -0.978729248046875 1.004
2.883046865463257 -0.024078369140625 -0.227447509765625 -0.9610595703125 0.988
2.894909143447876 -0.0201416015625 -0.2321014404296875 -0.951171875 0.979
2.903001070022583 -0.0152130126953125 -0.2352447509765625 -0.94891357421875 0.978
2.9184069633483887 -0.012908935546875 -0.2383575439453125 -0.9514617919921875 0.981
2.9231579303741455 -0.0093841552734375 -0.2384033203125 -0.9602813720703125 0.989
2.933448076248169 -0.0049285888671875 -0.2357025146484375 -0.963958740234375 0.992
2.943516969680786 -0.0094451904296875 -0.2335357666015625 -0.95794677734375 0.986
2.953568935394287 -0.0162200927734375 -0.23236083984375 -0.9454345703125 0.974
2.965131998062134 -0.0182037353515625 -0.2395172119140625 -0.931121826171875 0.962
2.9748170375823975 -0.016326904296875 -0.2445220947265625 -0.924774169921875 0.957
2.983705997467041 -0.01104736328125 -0.2480316162109375 -0.92755126953125 0.96
2.9956679344177246 -0.0057220458984375 -0.253570556640625 -0.9324798583984375 0.966
3.003973960876465 -0.0077362060546875 -0.2540130615234375 -0.9370574951171875 0.971
3.0195260047912598 -0.0109710693359375 -0.2501220703125 -0.941864013671875 0.975
3.024271011352539 -0.0165557861328125 -0.2492828369140625 -0.9482269287109375 0.981
3.034151792526245 -0.01953125 -0.2534332275390625 -0.9496307373046875 0.983
3.044153928756714 -0.0225372314453125 -0.2535858154296875 -0.9540863037109375 0.987
3.0541670322418213 -0.02459716796875 -0.2477569580078125 -0.958892822265625 0.991
3.06575083732605 -0.0189971923828125 -0.2502899169921875 -0.9549102783203125 0.987
3.0758330821990967 -0.0102081298828125 -0.2551116943359375 -0.9526824951171875 0.986
3.08449387550354 -0.005767822265625 -0.2565765380859375 -0.95196533203125 0.986
3.0965168476104736 -0.0038299560546875 -0.256591796875 -0.955718994140625 0.99
3.1043989658355713 -0.00177001953125 -0.2623748779296875 -0.958984375 0.994
3.1197168827056885 -0.0015869140625 -0.2633056640625 -0.96600341796875 1.001
3.124741792678833 0.0003204345703125 -0.25653076171875 -0.96099853515625 0.995
3.134800910949707 0.008758544921875 -0.257537841796875 -0.9521636962890625 0.986
3.144814968109131 0.01025390625 -0.2577056884765625 -0.9576263427734375 0.992
3.154949903488159 0.01397705078125 -0.25445556640625 -0.9657440185546875 0.999
3.1666419506073 -0.0087890625 -0.2044830322265625 -0.972076416015625 0.993
3.1764070987701416 -0.0228729248046875 -0.207763671875 -0.98541259765625 1.007
3.1851389408111572 0.0094451904296875 -0.2698211669921875 -1.0004425048828125 1.036
3.1972768306732178 0.035736083984375 -0.2695465087890625 -1.0025482177734375 1.039
3.2054431438446045 0.049102783203125 -0.2459564208984375 -0.9921722412109375 1.023
3.221122980117798 0.0291595458984375 -0.2500762939453125 -0.97528076171875 1.007
3.225353956222534 0.00311279296875 -0.2447357177734375 -0.9676513671875 0.998
3.2354509830474854 -0.0018768310546875 -0.2041778564453125 -0.995758056640625 1.016
3.2454869747161865 -0.0018157958984375 -0.1533203125 -1.058349609375 1.069
3.2556309700012207 0.0564117431640625 -0.094024658203125 -1.048431396484375 1.054
3.267357110977173 0.0678253173828125 -0.115325927734375 -1.0519256591796875 1.06
3.2767930030822754 0.0403900146484375 -0.2154998779296875 -1.068572998046875 1.091
3.285953998565674 0.0355377197265625 -0.291748046875 -1.065521240234375 1.105
3.2978789806365967 0.037506103515625 -0.31268310546875 -1.0599212646484375 1.106
3.3058009147644043 0.0403594970703125 -0.31292724609375 -1.0421600341796875 1.089
3.3213839530944824 0.038330078125 -0.3140716552734375 -1.0073394775390625 1.056
3.3260281085968018 0.0322265625 -0.3283233642578125 -0.9611663818359375 1.016
3.3362009525299072 0.0230560302734375 -0.3494110107421875 -0.9098663330078125 0.975
3.3466060161590576 0.0047760009765625 -0.35748291015625 -0.8710784912109375 0.942
3.3561999797821045 -0.018310546875 -0.3670654296875 -0.850341796875 0.926
3.3680808544158936 -0.0470123291015625 -0.3646392822265625 -0.84686279296875 0.923
3.3775551319122314 -0.062286376953125 -0.3639068603515625 -0.8666229248046875 0.942
3.386835813522339 -0.0644989013671875 -0.3635711669921875 -0.8865966796875 0.96
3.3984310626983643 -0.047760009765625 -0.3539581298828125 -0.8923492431640625 0.961
3.406873941421509 -0.0038299560546875 -0.3396759033203125 -0.8836822509765625 0.947
3.4219539165496826 0.011962890625 -0.3523712158203125 -0.88134765625 0.949
3.426727056503296 0.0135345458984375 -0.3594207763671875 -0.878082275390625 0.949
3.4367730617523193 0.0216064453125 -0.3436126708984375 -0.8642120361328125 0.93
3.447114944458008 0.0299530029296875 -0.324127197265625 -0.8628997802734375 0.922
